origin,destination,distance,name,traffic
30,31,837.9931596859126,Đường Bạch Đằng,1
31,32,13.294226924425445,Đường Phan Đăng Lưu,1
32,33,441.7885877822921,Hẻm 181 Phan Đăng Lưu,1
33,34,15.452222338930673,Đường Phan Đăng Lưu,1
34,35,14.242584484193197,Hẻm 58 Phan Đăng Lưu,1
35,36,9.89284395296665,Đường Phan Đăng Lưu,1
36,37,317.3608191667296,Hẻm 58 Phan Đăng Lưu,1
37,38,35.064637700380885,Đường Phan Đăng Lưu,1
38,39,27.27380754020605,Hẻm 139 Phan Đăng Lưu,1
39,40,29.614610157778863,Hẻm 126 Phan Đăng Lưu,1
40,41,36.62296847398596,Hẻm 143 Phan Đăng Lưu,1
41,42,68.59638770463921,Đường Phan Đăng Lưu,1
42,43,95.84722003870242,Hẻm 162 Phan Đăng Lưu,1
43,44,32.73201568582181,Đường Phan Đăng Lưu,1
44,45,30.390088225986226,Hẻm 165 Phan Đăng Lưu,1
45,46,188.59067486080684,Hẻm 178 Phan Đăng Lưu,1
46,47,52.44010827365964,Đường Phan Đăng Lưu,1
47,48,26.237730782885453,Đường Hoàng Văn Thụ,1
48,49,115.22470613506248,Hẻm 23 Hoàng Văn Thụ,1
49,50,105.33305896329738,Đường Hoàng Văn Thụ,1
50,51,166.5582068557183,Hẻm 73 Hoàng Văn Thụ,1
51,52,31.753379648777457,Đường Hoàng Văn Thụ,1
52,53,43.81737735573188,Hẻm 129 Hoàng Văn Thụ,1
53,54,9.892986094321946,Hẻm 170 Hoàng Văn Thụ,1
54,55,33.9328643907659,Đường Hoàng Văn Thụ,1
55,56,360.795695949232,Hẻm 159 Hoàng Văn Thụ,1
56,57,25.220086047836677,Đường Hoàng Văn Thụ,1
57,58,422.525355447835,Hẻm 211 Hoàng Văn Thụ,1
58,11,209.86032915704567,Đường Hoàng Văn Thụ,1
11,59,298.52974662931734,Đường Phan Đình Giót,1
59,60,297.68468566100444,Đường Phan Thúc Duyện,1
60,61,55.09962485063007,Đường Trần Quốc Hoàn,1
61,7,41.11212841599147,Đường Hoàng Văn Thụ,1
7,6,201.8766147706758,Duong Lang Cha Ca,1
6,5,13.257703222910818,Đường Hoàng Văn Thụ,1
5,4,165.21934143919313,Hẻm 415 Hoàng Văn Thụ,1
4,3,68.65754117930103,Đường Hoàng Văn Thụ,1
3,2,55.42407242240269,Hẻm 324 Hoàng Văn Thụ,1
2,1,56.14327545749434,Đường Hoàng Văn Thụ,1
1,62,223.63955213330328,Hẻm 437 Hoàng Văn Thụ,1
62,63,174.60687551761796,Đường Hoàng Văn Thụ,1
63,64,438.7049071060357,Đường Xuân Diệu,1
64,65,45.73273176632818,Đường Xuân Hồng,1
65,66,14.707600818684517,Hẻm 51 Trường Chinh,1
66,0,150.54926657880873,Hẻm 47 Trường Chinh,1
163,164,1128.1200087176503,Đường Lý Chính Thắng,1
164,165,86.9266359672019,Đường Lý Chính Thắng,1
165,166,9.479956562437296,Hẻm 150 Lý Chính Thắng,1
166,167,59.22322538572373,Đường Lý Chính Thắng,1
167,168,52.22699078485839,Đường Nam Kỳ Khởi Nghĩa,1
168,169,491.8836696794824,Hẻm 235 Nam Kỳ Khởi Nghĩa,1
169,174,151.8780834725101,Duong Nam Ky Khoi Nghia,1
174,175,110.72146909894288,Đường Nguyễn Văn Trỗi,1
175,176,21.213170879855564,Đường Huỳnh Văn Bánh,1
176,177,18.035277160355403,Hẻm 95 Đường Huỳnh Văn Bánh,1
177,178,17.14552483329867,Đường Huỳnh Văn Bánh,1
178,179,15.032107901519892,Hẻm 72/72 Đường Huỳnh Văn Bánh,1
179,180,20.39089723805028,Hẻm 73/73 Đường Huỳnh Văn Bánh,1
180,181,15.871581180516712,Hẻm 4 Đường Huỳnh Văn Bánh,1
181,182,40.643534212186594,Hẻm 68 Huỳnh Văn Bánh,1
182,183,5.9735259899931705,Hẻm 58 Huỳnh Văn Bánh,1
183,184,54.79816249374716,Hẻm 39/2 Đường Huỳnh Văn Bánh,1
184,185,21.46825328773348,Đường Huỳnh Văn Bánh,1
185,125,45.25639030835429,Hẻm 28 Huỳnh Văn Bánh,1
125,186,38.300794137535775,Hẻm 18 Huỳnh Văn Bánh,1
186,187,88.19884988725704,Hẻm 224 Phan Đình Phùng,1
187,188,45.138268924873984,Đường Phan Đình Phùng,1
188,46,238.77755240635315,Hẻm 270/2 Phan Đình Phùng,1
67,68,125.9803069139549,Đường Trường Sơn,1
68,13,100.73672069539934,Đường Trường Sơn,1
13,14,47.78578507936899,Đường Trường Sơn,1
14,69,478.7021283637194,Đường Hồng Hà,1
69,70,107.86469420795952,Đường Hồng Hà,1
70,71,103.90844929907618,Đường Phạm Văn Đồng,1
71,72,180.4210845742103,Đường Phạm Văn Đồng,1
72,73,366.60711550192366,Đường Phạm Văn Đồng,1
73,74,114.69610357596108,Đường Đặng Văn Sâm,1
74,75,378.6960031876132,Đường Hoàng Minh Giám,1
75,76,93.26569414444566,Hem 29 Duong Bui Van Them,1
76,77,61.15720965459545,Duong Bui Van Them,1
77,78,98.27981069526317,Đường Nguyễn Kiệm,1
78,79,31.604376125579808,Đường Thích Quảng Đức,1
79,80,22.097791180269535,Hẻm 235 Thích Quảng Đức,1
80,81,17.145152547819468,Đường Thích Quảng Đức,1
81,82,47.239769945261656,Hẻm 223 Thích Quảng Đức,1
82,83,8.845225996574534,Hẻm 205 Thích Quảng Đức,1
83,84,29.627499667348808,Đường Thích Quảng Đức,1
84,85,7.92020097884607,Hẻm 120 Thích Quảng Đức,1
85,86,50.85195146699509,Hẻm 108 Thích Quảng Đức,1
86,87,20.44567447194003,Đường Thích Quảng Đức,1
87,88,10.910568935029506,Hẻm 167 Đường Thích Quảng Đức,1
88,89,47.06271280562103,Đường Thích Quảng Đức,1
89,90,39.162755319846056,Hẻm 100 Thích Quảng Đức,1
90,91,60.29196164179812,Đường Thích Quảng Đức,1
91,92,32.11988885477041,Hẻm 131 Thích Quảng Đức,1
92,93,62.69295019503083,Đường Thích Quảng Đức,1
93,94,30.573359838001625,Hẻm 86 Thích Quảng Đức,1
94,95,70.13198031033131,Hẻm 68 Thích Quảng Đức,1
95,96,6.234630656332336,Hẻm 38 Thích Quảng Đức,1
96,97,21.8489837729523,Đường Thích Quảng Đức,1
97,98,14.027923449708911,Hẻm 4 Đường Thích Quảng Đức,1
98,99,12.469267022066123,Hẻm 1 Đường Thích Quảng Đức,1
99,100,15.031940830874122,Đường Thích Quảng Đức,1
100,101,109.36891483782554,Hẻm 20 Đường Thích Quảng Đức,1
101,36,221.897963219186,Đường Thích Quảng Đức,1
36,35,9.89284395296665,Đường Phan Đăng Lưu,1
35,34,14.242584484193197,Hẻm 58 Phan Đăng Lưu,1
34,33,15.452222338930673,Đường Phan Đăng Lưu,1
33,32,441.7885877822921,Hẻm 58 Phan Đăng Lưu,1
32,31,13.294226924425445,Đường Phan Đăng Lưu,1
31,30,837.9931596859126,Hẻm 181 Phan Đăng Lưu,1
30,29,525.1224820222594,Đường Phan Đăng Lưu,1
29,28,100.98329626285155,Đường Bạch Đằng,1
28,27,31.69451268184079,Hẻm 377 Bạch Đằng,1
27,26,30.764154510529007,Đường Bạch Đằng,1
26,25,50.353732353024974,Hẻm 325 Bạch Đằng,1
25,24,72.30203385428052,Đường Bạch Đằng,1
24,23,113.85952825444072,Hẻm 293 Bạch Đằng,1
23,22,75.6594432116279,Đường Bạch Đằng,1
22,21,14.242622672340024,Hẻm 207 Bạch Đằng,1
21,20,402.9054918881486,Hẻm 179 Bạch Đằng,1
20,19,152.72811374839063,Đường Bạch Đằng,1
19,18,37.0985004240383,Đường Xô Viết Nghệ Tĩnh,1
18,17,39.05592498928474,Đường Ngã Tư Hàng Xanh,1
163,164,1128.1200087176503,Đường Lý Chính Thắng,1
164,165,86.9266359672019,Đường Lý Chính Thắng,1
165,166,9.479956562437296,Hẻm 150 Lý Chính Thắng,1
166,167,59.22322538572373,Đường Lý Chính Thắng,1
167,168,52.22699078485839,Đường Nam Kỳ Khởi Nghĩa,1
168,169,491.8836696794824,Hẻm 235 Nam Kỳ Khởi Nghĩa,1
169,170,573.8218029581739,Duong Nam Ky Khoi Nghia,1
170,171,50.267532873521354,Đường Nguyễn Văn Trỗi,1
171,172,816.6176245576852,Hẻm 145 Nguyễn Văn Trỗi,1
172,173,193.852251766986,Đường Nguyễn Văn Trỗi,1
173,58,102.05675629801036,Hẻm 307 Nguyễn Văn Trỗi,1
58,11,209.86032915704567,Đường Nguyễn Văn Trỗi,1
11,12,1026.7130670420452,Đường Phan Đình Giót,1
12,13,318.3777219746734,Đường Trường Sơn,1
13,14,47.78578507936899,Đường Trường Sơn,1
14,15,43.92890447490437,Đường Hồng Hà,1
15,16,48.60732250666216,Đường Trường Sơn,1
126,127,62.34075769150172,Công Trường Dân Chủ,1
127,128,224.3870536215921,Công Trường Dân Chủ,1
128,129,964.7001143734298,Đường Cách Mạng Tháng 8,1
129,130,53.767345572235435,Đường Điện Biên Phủ,1
130,131,685.9702584466185,Hẻm 216 Điện Biên Phủ,1
131,132,131.837181453674,Đường Điện Biên Phủ,1
132,133,19.485420161026045,Hẻm 159 Điện Biên Phủ,1
133,134,41.29894936142596,Đường Điện Biên Phủ,1
134,135,526.0456620657692,Hẻm 127 Điện Biên Phủ,1
135,136,64.87220618418418,Đường Điện Biên Phủ,1
136,137,315.90307563859056,Đường Bùng Binh Điện Biên Phủ,1
137,138,1231.381319928788,Đường Điện Biên Phủ,1
138,17,65.54736618059422,Đường Điện Biên Phủ,1
0,1,598.8863712096559,Đường Hoàng Văn Thụ,1
1,2,56.14327545749434,Đường Hoàng Văn Thụ,1
2,3,55.42407242240269,Hẻm 437 Hoàng Văn Thụ,1
3,4,68.65754117930103,Đường Hoàng Văn Thụ,1
4,5,165.21934143919313,Hẻm 324 Hoàng Văn Thụ,1
5,6,13.257703222910818,Đường Hoàng Văn Thụ,1
6,7,201.8766147706758,Hẻm 415 Hoàng Văn Thụ,1
7,8,25.258753302887992,Đường Hoàng Văn Thụ,1
8,9,50.85257928783641,Duong Lang Cha Ca,1
9,10,588.0593316143535,Đường Hoàng Văn Thụ,1
10,11,151.64639527410807,Đường Hoàng Văn Thụ,1
11,12,1026.7130670420452,Đường Phan Đình Giót,1
12,13,318.3777219746734,Đường Trường Sơn,1
13,14,47.78578507936899,Đường Trường Sơn,1
14,15,43.92890447490437,Đường Hồng Hà,1
15,16,48.60732250666216,Đường Trường Sơn,1
109,199,366.3640192317425,Đường Võ Thị Sáu,1
199,200,1190.0163727808713,Đường Võ Thị Sáu,1
200,126,55.516793161277626,Đường Võ Thị Sáu,1
126,139,15.6373652961384,Công Trường Dân Chủ,1
139,140,408.6775259204358,Công Trường Dân Chủ,1
140,141,9.805423532378477,Đường Cách Mạng Tháng 8,1
141,142,50.075111934429,Hẻm 210 Cách Mạng Tháng 8,1
142,143,47.625750688775426,Đường Cách Mạng Tháng 8,1
143,144,17.159469216101716,Hẻm 240 Cách Mạng Tháng 8,1
144,145,210.41961022995625,Hẻm 258 Cách Mạng Tháng 8,1
145,146,28.985206088960872,Đường Cách Mạng Tháng 8,1
146,147,295.96305159432666,Hẻm 322 Cách Mạng Tháng 8,1
147,148,36.331394040509295,Đường Cách Mạng Tháng 8,1
148,149,414.5346284548719,Hẻm 372 Cách Mạng Tháng 8,1
149,150,12.256624591522748,Đường Cách Mạng Tháng 8,1
150,151,92.17816060697912,Hẻm 623 Cách Mạng Tháng 8,1
151,152,17.15925449177204,Đường Cách Mạng Tháng 8,1
152,153,45.17606519395624,Hẻm 609 Cách Mạng Tháng 8,1
153,154,73.53958735360712,Đường Cách Mạng Tháng 8,1
154,155,20.71436813354224,Hẻm 518 Cách Mạng Tháng 8,1
155,156,104.6458357670587,Hẻm 540 Cách Mạng Tháng 8,1
156,157,45.6092651085356,Đường Cách Mạng Tháng 8,1
157,158,1075.7970793299485,Hẻm 462 Cách Mạng Tháng 8,1
158,159,38.77999566270488,Đường Cách Mạng Tháng 8,1
159,160,104.50932275268872,Hẻm 1025 Cách Mạng Tháng 8,1
160,161,277.3127991148233,Hẻm 1073 Cách Mạng Tháng 8,1
161,162,40.174465831033835,Đường Cách Mạng Tháng 8,1
109,110,41.330017022820336,Đường Hai Bà Trưng,1
110,111,7.79349613240436,Đường Hai Bà Trưng,1
111,112,74.38085275272161,Hẻm 220 Hai Bà Trưng,1
112,113,39.353141651186206,Hẻm 230 Hai Bà Trưng,1
113,114,238.63194093081293,Hẻm 250 Hai Bà Trưng,1
114,115,31.44003970188521,Đường Hai Bà Trưng,1
115,116,16.49110426039259,Hẻm 362 Hai Bà Trưng,1
116,117,11.702270246583655,Đường Hai Bà Trưng,1
117,118,38.4792254827814,Hẻm 362 Hai Bà Trưng,1
118,119,422.46408876812825,Hẻm 392 Hai Bà Trưng,1
119,120,74.74844467003759,Đường Phan Đình Phùng,1
120,121,34.377028022506806,Hẻm 41 Phan Đình Phùng,1
121,122,41.41924293985433,Hẻm 61 Phan Đình Phùng,1
122,123,269.503544172739,Hẻm 50 Phan Đình Phùng,1
123,124,28.17352908475324,Đường Phan Đình Phùng,1
124,125,42.260276715512994,Hẻm 185 Phan Đình Phùng,1
